Year,Title,Director,Actor,Genre,Age Certification,Imdb
2021,Kasa Kasaa,Tamil Sudar,Sampath Ram,Romantic thriller,U/A,7.7
2021,Kutty Story,Four directors,Vijay Sethupathi,Period piece,S,8.2
2021,Naanum Single Thaan,R. Gopi,Dinesh,Comedy thriller,U,5.4
2021,Parris Jeyaraj,K. Johnson,Santhanam,Adult comedy,U/A,7.7
2021,Aangal Jakiradhai,K. S. Muthu Manoharan,Muruganandham,Biographical,S,1.8
2021,Chakra,M. S. Anandan,Vishal,Political satire,U,7.7
2021,Kamali From Nadukkaveri,Rajasekar Duraiswamy,Anandhi,Gangster-thriller,U/A,8.2
2021,Loka,D. S. Divakar,Yogenthra,Adult thriller,S,5.4
2021,Pazhagiya Naatkal,Ramdev,Meeran,Superhero,U,7.7
2021,Sillu Vandugal,Suresh K. Vengidi,TK Narayanan,Spoof,U/A,1.8
2021,Calls,J. Sabarish,V. J. Chitra,Adult romance,S,7.7
2021,Centha,Sagayanathan,Deepa Umapathy,Horror,U,8.2
2021,Chennayil Oda Oda,Sanjeevi,Gurumuruga,Crime,U/A,5.4
2021,Paathi Unakku Paathi Enakku,M. A. Vijayakumar,Aryan,Spy thriller,S,7.7
2021,Sangathalaivan,Manimaran,Samuthirakani,Drama-thriller,U,1.8
2021,Sariya Thavara,S. Savarimuthu,Savarimuthu,Comedy-thriller,U/A,7.7
2021,Vettai Naai,S. Jai Shankar,R. K. Suresh,Action thriller,S,8.2
2021,Aelay,Halitha Shameem,Samuthirakani,Romance-thriller,U,5.4
2021,Anbirkiniyal,Gokul,Arun Pandian,Action masala,U/A,7.7
2021,Dola,Aadhi Chandran,Rishi Rithvik,Black comedy,S,1.8
2021,Mirugaa,J. Parthiban,Srikanth,Horror / thriller,U,7.7
2021,Nenjam Marappathillai,Selvaraghavan,S. J. Suryah,Action drama,U/A,8.2
2021,Oru Kudaikul,K. L. Udhya Kumar,Ananth Nag,Fantasy thriller,S,5.4
2021,Seithi Thaal,Punch Bharath,Punch Bharath,War drama,U,7.7
2021,Aadhangam,Jayakaran,Appukutty,Fantasy comedy,U/A,1.8
2021,Boom Boom Kaalai,K. P. Velmurugan,Kevin,Comedy-drama,S,7.7
2021,Ganesapuram,Veerangan,Chinna,Fantasy-period,U,8.2
2021,Teddy,Shakti Soundar Rajan,Arya,Sports drama,U/A,5.4
2021,Theethum Nandrum,Rasu Ranjith,Rasu Ranjith,Historical comedy/Satire,S,7.7
2021,Kadampari,Arul,Arul,Horror comedy,U,1.8
2021,Meendum Yathra,Murugan,Murugan,Action comedy,U/A,7.7
2021,Michaelpatty Raja,Francis,Nikesh Ram,Animation/,S,8.2
2021,Namma Oorukku Ennadhan Achu,Nel Senthil Kumar,Mahendran,Adventure,U,5.4
2021,Thaen,Ganesh Vinayakan,Tharun,Comedy thriller,U/A,7.7
2021,Irai Thedal,K. S. Karthik,Krishnajith,Adventure thriller,S,1.8
2021,Engada Iruthinga Ivvalavu Naala,Kevin,Akhil,Biopic,U,7.7
2021,Ennathaan Un Kathai,John,John,Heist-comedy,U/A,8.2
2021,Kaadan,Prabhu Solomon,Rana Daggubati,Action-comedy,S,5.4
2021,Roommate,Vasanth Nagarajan,Naren,Mob,U,7.7
2021,Thodakkam,Mari Karunanidhi,Mari Karunanidhi,Family drama,U/A,1.8
2021,Call Taxi,Pa. Pandian,Santhosh Saravanan,Road film,S,7.7
2021,Manja Satta Pacha Satta,Thambakutty,Guru Somasundaram,Sci-fi romantic thriller,U,8.2
2021,Sulthan,Bakkiyaraj Kannan,Karthi,Historical fiction,U/A,5.4
2021,Mandela,Madonne Ashwin,Yogi Babu,Science-fiction thriller,S,7.7
2021,Karnan,Mari Selvaraj,Dhanush,Romantic,U,1.8
2021,Sarbath,Prabhakaran,Kathir,Social thriller,U/A,7.7
2021,Mathil,Mithran Jawahar,K. S. Ravikumar,Comedy masala,S,8.2
2021,Paramapadham Vilayattu,K. Thirugnanam,Trisha,Anthology,U,5.4
2021,Chasing,K. Veerakumar,Varalaxmi Sarathkumar,Heist,U/A,7.7
2021,Munna,Sangai Kumaresan,Sangai Kumaresan,Musical,S,1.8
2021,Vanakkam Da Mappillai,M. Rajesh,G. V. Prakash Kumar,Satire,U,7.7
2021,Nayae Peyae,Sakthi Vasan,Dinesh Kumar,Political thriller,U/A,8.2
2021,Papillon,Aaru Raja,Aaru Raja,Supernatural thriller,S,5.4
2021,Malaysia to Amnesia,Radha Mohan,Vaibhav,Comic thriller,U,7.7
2021,Jagame Thandhiram,Karthik Subbaraj,Dhanush,Spy comedy,U/A,1.8
2021,Methagu,T. Kittu,Kutti Mani,Science-fiction comedy,S,7.7
2021,Maadathy,Leena Manimekalai,Semmalar Annam,Epic / history,U,8.2
2021,Vellai Yaanai,Subramaniam Siva,Samuthirakani,Biography,U/A,5.4
2021,Vaazhl,Arun Prabu Purushothaman,Pradeep Anthony,Science fiction comedy,S,7.7
2021,Sarpatta Parambarai,Pa. Ranjith,Arya,Fantasy horror,U,1.8
2021,Thittam Irandu,Vignesh Karthick,Aishwarya Rajesh,Road thriller,U/A,7.7
2021,Sennai,Jaikumar Sethuraman,Semmalar Annam,Horror drama,S,8.2
2021,Netrikann,Milind Rau,Nayanthara,Thriller drama,U,5.4
2021,Boomika,Rathindran R. Prasad,Aishwarya Rajesh,Mystery,U/A,7.7
2021,Kasada Thapara,Chimbu Deven,Sundeep Kishan,Suspense Drama,S,1.8
2021,Ashvamithra,Earthling Koushalya,Harish Uthaman,Neo Noir Thriller,U,7.7
2021,Alpha Adimai,Jinovi,Vinod Varma,Drama thriller,U/A,8.2
2021,Devadas Brothers,Janakiraman,Dhruvva,Social satire,S,5.4
2021,Laabam,S. P. Jananathan,Vijay Sethupathi,Romanctic drama,U,7.7
2021,Dikkiloona,Karthik Yogi,Santhanam,Historical drama,U/A,1.8
2021,Thalaivii,A. L. Vijay,Kangana Ranaut,Thiller,S,7.7
2021,Tughlaq Durbar,Delhi Prasad Deenadayal,Vijay Sethupathi,Supernatural comedy,U,8.2
2021,Iruvar Ullam,G. Ramesh,Vinay Rai,Supernatural,U/A,5.4
2021,Annabelle Sethupathi,Deepak Sundarrajan,Vijay Sethupathi,Historical,S,7.7
2021,Friendship,John Paul Raj-Sham Surya,Arjun,Horror masala,U,1.8
2021,Kodiyil Oruvan,Ananda Krishnan,Vijay Antony,Heist thriller,U/A,7.7
2021,Choo Mandhirakaali,Eswar Kotravai,Karthikeyan Velu,Fantasy adventure comedy,S,8.2
2021,Chinnanjiru Kiliye,Sabarinathan,Senthil Nathan,Action adventure,U,5.4
2021,Cinderella,Vinoo Venketesh,Raai Laxmi,Crime drama,U/A,7.7
2021,Naduvan,Sharran Kumar,Bharath,Musical drama,S,1.8
2021,Pei Mama,Sakthi Chidambaram,Yogi Babu,Horror thriller,U,7.7
2021,Pirar Thara Vaaraa,A. R. Kamaraj,A. R. Kamaraj,Period,U/A,8.2
2021,Raame Aandalum Raavane Aandalum,Arisil Moorthy,Mithun Manickam,Social drama,S,5.4
2021,Veerapuram 220,B. Senthil Kumar,Mahesh,Drama,U,7.7
2021,Sivakumarin Sabadham,Hiphop Tamizha Aadhi,Hiphop Tamizha Aadhi,"Action, masala",U/A,1.8
2021,Lift,Vineeth Varaprasad,Kavin,Romantic comedy,S,7.7
2021,Rudra Thandavam,Mohan G.,Richard,Romance,U,8.2
2021,Endraavathu Oru Naal,Vetri Duraisamy,Vidharth,Romantic drama,U/A,5.4
2021,Agaligai,C. Prabhakaran,Felina,Crime thriller,S,7.7
2021,Appathava Aattaya Pottutanga,N. Stephen Rangaraj,Chandrahasan,"Thriller, drama",U,1.8
2021,Dham Dhum Kalyanam,A. Madasaamy,Mohan Raj,Action,U/A,7.7
2021,Mughizh,Karthik Swaminathan,Vijay Sethupathi,Psychological thriller,S,8.2
2021,Doctor,Nelson Dilipkumar,Sivakarthikeyan,Adult,U,5.4
2021,Vinodhaya Sitham,Samuthirakani,Thambi Ramaiah,Masala,U/A,7.7
2021,Aranmanai 3,Sundar C.,Sundar C.,Suspense thriller,S,1.8
2021,Udanpirappe,Era. Saravanan,Jyothika,"Thriller, fantasy",U,7.7
2021,Agadu,Suresh Kumar,John Vijay,Epic,U/A,8.2
2021,Filter Gold,Vijayabaskar,Vijayabaskar,Thriller,S,5.4
2021,Insha Allah,Bhaskaran,Mogli Mohan,"Action, drama",U,7.7
2021,Kaayam,A. Tamilselvan,Seran Raj,Comedy drama,U/A,1.8
2021,Kattam Solludhu,S. G. Ezhilan,S. G. Ezhilan,Comedy,S,7.7
2021,Naruvi,Raja Muralidharan,Chella,"Mob, neo-noir",U,8.2
2021,Oh Manapenne!,Kaarthikk Sundar,Harish Kalyan,Erotic thriller,U/A,5.4
2021,4 Sorry,Sakthivel,John Vijay,Erotic,S,7.7
2021,Chinna Pannai Periya Pannai,Bagavathy Bala,Bonda Mani,"Romance, action",U,1.8
2021,IPC 376,Ramkumar Subbaraman,Nandita Swetha,Comedy horror,U/A,7.7
2021,Mullil Panithuli,N. M. Jegan,Nishanth,Sports comedy,S,8.2
2021,Yennanga Sir Unga Sattam,Prabhu Jeyaram,R. S. Karthik,"Action, thriller",U,5.4
2021,Jai Bhim,T. J. Gnanavel,Suriya,Action thriller,U/A,7.7
2021,Annaatthe,Siva,Rajinikanth,"Period piece, romantic drama",S,1.8
2021,Enemy,Anand Shankar,Vishal,Action-masala,U,7.7
2021,MGR Magan,Ponram,Sasikumar,Political drama,U/A,8.2
2021,Operation Jujupi,Arunkanth,Chaams,Science fiction,S,5.4
2021,Adayala Meetpu,Arasu,Arasu,Action-drama,U,7.7
2021,Cinema Kanavugal,Prabu Ramanujam,Bagavathy Bala,Devotional,U/A,1.8
2021,Jango,Mano Karthikeyan,Satheesh Kumar,Action-masala film,S,7.7
2021,Kadaseela Biriyani,Nishanth Kalidindi,Vasanth Selvam,Sports,U,8.2
2021,Pon Manickavel,A. C. Mugil Chellappan,Prabhu Deva,Fantasy,U/A,5.4
2021,Sabhaapathy,Srinivasa Rao,Santhanam,Romantic thriller,S,7.7
2021,Singapaarvai,JK,Varalaxmi Sarathkumar,Period piece,U,1.8
2021,Maanaadu,Venkat Prabhu,Silambarasan,Comedy thriller,U/A,7.7
2021,Ainthu Unarvugal,Gnana Rajasekaran,Sujitha,Adult comedy,S,8.2
2021,Raajavamsam,K. V. Kathirvelu,M. Sasikumar,Biographical,U,5.4
2021,Rs 2000,Rudhran,Bharathi Krishnakumar,Political satire,U/A,7.7
2021,Sivaranjiniyum Innum Sila Pengalum,Vasanth,Lakshmi Priyaa Chandramouli,Gangster-thriller,S,1.8
2021,Vanam,Srikantan Anand,Vetri,Adult thriller,U,7.7
2021,Aal Illatha Oorla Annanthan MLA,Bagavathy Bala,Selva,Superhero,U/A,8.2
2021,Bachelor,Sathish Selvakumar,G. V. Prakash Kumar,Spoof,S,5.4
2021,Chithirai Sevvaanam,Silva,Samuthirakani,Adult romance,U,7.7
2021,Kayamai Kadakka,Kiran,Masanth,Horror,U/A,1.8
2021,Jail,Vasanthabalan,G. V. Prakash Kumar,Crime,S,7.7
2021,03:33:00,Nambikkai Chandru,Sandy,Spy thriller,U,8.2
2021,Anti Indian,Elamaran,Elamaran,Drama-thriller,U/A,5.4
2021,Ikk,Babu Tamizh,Yogesh,Comedy-thriller,S,7.7
2021,Murungakkai Chips,Srijar,Shanthanu Bhagyaraj,Action thriller,U,1.8
2021,Oomai Sennaai,Arjunan Ekalaivan,Michael Thangadurai,Romance-thriller,U/A,7.7
2021,Uthra,Naveen Krishna,Vishwa,Action masala,S,8.2
2021,Irudhi Pakkam,Mano Kannathasan,Amrutha Srinivasan,Black comedy,U,5.4
2021,Minmini,Rajvikram,Sukisha Perarasu,Horror / thriller,U/A,7.7
2021,R23 Criminal's Diary,Goutham Raghavendra,Jega,Action drama,S,1.8
2021,Varisi,Karthik Doss,Karthik Doss,Fantasy thriller,U,7.7
2021,Rocky,Arun Matheswaran,Vasanth Ravi,War drama,U/A,8.2
2021,Anandham Vilayadum Veedu,Nandha Periyasamy,Gautham Karthik,Fantasy comedy,S,5.4
2021,Blood Money,Sarjun KM,Priya Bhavani Shankar,Comedy-drama,U,7.7
2021,Thalli Pogathey,R. Kannan,Atharvaa,Fantasy-period,U/A,1.8
2021,Thuneri,Sunil Dixon,John Vijay,Sports drama,S,7.7
2021,Writer,Franklin Jacob,Samuthirakani,Historical comedy/Satire,U,8.2
2021,Plan Panni Pannanum,Badri Venkatesh,Rio Raj,Horror comedy,U/A,5.4
2021,Chillaattaa,Shiva Rahul,Vijeeth,Action comedy,S,7.7
2021,EPCO 302,Salangai Durai,Kasthuri,Animation/,U,1.8
2021,Kaatupura,Babu Ganesh,Rishikanth,Adventure,U/A,7.7
2021,Karaiyerum Kanavugal,K. P. S. Saamy,Rajesh Balakrishnan,Comedy thriller,S,8.2
2021,Labour,Sathyapathi,Muthu,Adventure thriller,U,5.4
2021,Madurai Manikuravar,K. Raja Rishi,Harikumar,Biopic,U/A,7.7
2021,Meendum,Saravana Subbiah,Kathiravan,Heist-comedy,S,1.8
2021,Mounika,S. V. Samppathkumar,Rubesh,Action-comedy,U,7.7
2021,Obama Ungalukkaaga,Nani Bala,Prithvi Rajan,Mob,U/A,8.2
2021,Onaan,Sennan,Thiru Murugan,Family drama,S,5.4
2021,Sarkarai Thookalai Oru Punnagai,Mahesh Padmanabhan,Rudhraa,Road film,U,7.7
2021,Tamil Rockers,Barani Jayapal,Premgi Amaren,Sci-fi romantic thriller,U/A,1.8
2021,Thanne Vandi,Manika Vidya,Umapathy Ramaiah,Historical fiction,S,7.7
2021,Theerpugal Virkapadum,Dheran,Sathyaraj,Science-fiction thriller,U,8.2
2021,Velan,Kavin,Mugen Rao,Romantic,U/A,5.4
2022,Adangamai,R. Gopal,Sharon,Social thriller,S,7.7
2022,Anbarivu,Aswin Raam,Hiphop Tamizha,Comedy masala,U,1.8
2022,Idarinum Thalarinum,Raghava Harikesava,Raghava Harikesava,Anthology,U/A,7.7
2022,Pen Vilai Verum 999 Rubai Mattume,Varada Raj,Rajkamal,Heist,S,8.2
2022,Carbon,R. Srinuvasan,Vidharth,Musical,U,5.4
2022,Enna Solla Pogirai,A. Hariharan,Ashwin Kumar,Satire,U/A,7.7
2022,Kombu Vatcha Singamda,S. R. Prabhakaran,M. Sasikumar,Political thriller,S,1.8
2022,Naai Sekar,Kishore Rajkumar,Sathish,Supernatural thriller,U,7.7
2022,Theal,Harikumar,Prabhu Deva,Comic thriller,U/A,8.2
2022,AGP Schizophrenia,Ramesh Subramaniyan,Lakshmi Menon,Spy comedy,S,5.4
2022,Marutha,GRS,Saravanan,Science-fiction comedy,U,7.7
2022,Mudhal Nee Mudivum Nee,Darbuka Siva,Kishen Das,Epic / history,U/A,1.8
2022,Kondruvidava,K. R. Sreejith,Haneefa,Biography,S,7.7
2022,Narai Ezhuthum Suyasaritham,K. Manikandan,Delhi Ganesh,Science fiction comedy,U,8.2
2022,Sila Nerangalil Sila Manidhargal,Vishal Venkat,Ashok Selvan,Fantasy horror,U/A,5.4
2022,Arasiyal Sathurangam,Broadway Sundar,Sumangali Sathish,Road thriller,S,7.7
2022,Pandrikku Nandri Solli,Bala Aran,Nishanth,Horror drama,U,1.8
2022,Saayam,Antony Samy,Abi Saravanan,Thriller drama,U/A,7.7
2022,Veeramae Vaagai Soodum,Thu Pa Saravanan,Vishal,Mystery,S,8.2
2022,Yaaro,Sandeep Sai,Venkat Reddy,Suspense Drama,U,5.4
2022,Anbulla Ghilli,Srinath Ramalingam,Maithreya Rajasekar,Neo Noir Thriller,U/A,7.7
2022,Mahaan,Karthik Subbaraj,Vikram,Drama thriller,S,1.8
2022,Astakarmma,Vijay Tamilselvan,C. S. Kishan,Social satire,U,7.7
2022,FIR,Manu Anand,Vishnu Vishal,Romanctic drama,U/A,8.2
2022,Kadaisi Vivasayi,M. Manikandan,Nallandi,Historical drama,S,5.4
2022,Koorman,Bryan B. George,Rajaji,Thiller,U,7.7
2022,Vidiyadha Iravondru Vendum,Karuppaiyaa Murugan,Ashok Kumar,Supernatural comedy,U/A,1.8
2022,Veerapandiyapuram,Suseenthiran,Jai,Supernatural,S,7.7
2022,Valimai,H. Vinoth,Ajith Kumar,Historical,U,8.2
2022,Hey Sinamika,Brinda,Dulquer Salmaan,Horror masala,U/A,5.4
2022,Etharkkum Thunindhavan,Pandiraj,Suriya,Heist thriller,S,7.7
2022,Clap,Prithivi Adithya,Aadhi Pinisetty,Fantasy adventure comedy,U,1.8
2022,Maaran,Karthick Naren,Dhanush,Action adventure,U/A,7.7
2022,Kallan,Chandra Thangaraj,Karu Palaniappan,Crime drama,S,8.2
2022,Kuthiraivaal,Manoj-Shyam,Kalaiyarasan,Musical drama,U,5.4
2022,Yutha Satham,Ezhil,R. Parthiban,Horror thriller,U/A,7.7
2022,Achcham Madam Naanam Payirppu,Raja Ramamurthy,Akshara Haasan,Period,S,1.8
2022,Idiot,Rambhala,Shiva,Social drama,U,7.7
2022,Manmadha Leelai,Venkat Prabhu,Ashok Selvan,Drama,U/A,8.2
2022,Poo Sandi Varan,JK Wicky,Mirchi Ramana,"Action, masala",S,5.4
2022,Selfie,Mathi Maran,G. V. Prakash Kumar,Romantic comedy,U,7.7
2022,Taanakkaran,Tamizh,Vikram Prabhu,Romance,U/A,1.8
2022,Beast,Nelson,Vijay,Romantic drama,S,7.7
2022,Kuttram Kuttrame,Suseenthiran,Jai,Crime thriller,U,8.2
2022,Oh My Dog,Sarov Shanmugam,Arun Vijay,"Thriller, drama",U/A,5.4
2022,Hostel,Sumanth Radhakrishnan,Ashok Selvan,Action,S,7.7
2022,Kaathuvaakula Rendu Kaadhal,Vignesh Shivan,Vijay Sethupathi,Psychological thriller,U,1.8
2022,Amaichar,L. Muthukumaraswamy,Jai Akash,Adult,U/A,7.7
2022,Divya Meedhu Kadhal,Mathan,Mathan,Masala,S,8.2
2022,Kathir,Dhinesh Palanivel,Venkatesh,Suspense thriller,U,5.4
2022,Payanigal Gavanikkavum,S. P. Shakthivel,Vidharth,"Thriller, fantasy",U/A,7.7
2022,Akka Kuruvi,Samy,Master Maheen,Epic,S,1.8
2022,Koogle Kuttappa,Sabari–Saravanan,K. S. Ravikumar,Thriller,U,7.7
2022,Saani Kaayidham,Arun Matheswaran,Keerthy Suresh,"Action, drama",U/A,8.2
2022,Thunikaram,Baala Sudan,Semmalar Annam,Comedy drama,S,5.4
2022,Visithiran,M. Padmakumar,R. K. Suresh,Comedy,U,7.7
2022,Ayngaran,Ravi Arasu,G. V. Prakash Kumar,"Mob, neo-noir",U/A,1.8
2022,Don,Cibi Chakaravarthi,Sivakarthikeyan,Erotic thriller,S,7.7
2022,Ranga,Vinod DL,Sibi Sathyaraj,Erotic,U,8.2
2022,Nenjuku Needhi,Arunraja Kamaraj,Udhayanidhi Stalin,"Romance, action",U/A,5.4
2022,Paruva Kadhal,K. Ravi,Kalingarayan,Comedy horror,S,7.7
2022,Take Diversion,Sivaani Senthil,Sivakumar,Sports comedy,U,1.8
2022,Chota,Siranjeevi,Sanjeevi,"Action, thriller",U/A,7.7
2022,Grandma,Shijinlal S. S.,Sonia Agarwal,Action thriller,S,8.2
2022,Patravan,Sikkal Rajesh,Ashwin,"Period piece, romantic drama",U,5.4
2022,Pothanur Thabal Nilayam,Praveen,Praveen,Action-masala,U/A,7.7
2022,Seththumaan,Thamizh,Manickam,Political drama,S,1.8
2022,Uzhaikkum Kaigal,Namakkal MGR,Namakkal MGR,Science fiction,U,7.7
2022,Vaaitha,Mahivarman C. S.,Nassar,Action-drama,U/A,8.2
2022,Vishamakaran,V,V,Devotional,S,5.4
2022,Vikram,Lokesh Kanagaraj,Kamal Haasan,Action-masala film,U,7.7
2022,Kapalikaram,Dhakshan Vijay,Dhakshan Vijay,Sports,U/A,1.8
2022,Kundas,Ra. Ananth,Sha,Fantasy,S,7.7
2022,O2,G. S. Viknesh,Nayanthara,Romantic thriller,U,8.2
2022,Vanjithinai,B. L. Sasikumar,Sasikumar,Period piece,U/A,5.4
2022,Veetla Vishesham,RJ Balaji – N. J. Saravanan,RJ Balaji,Comedy thriller,S,7.7
2022,Maamanithan,Seenu Ramasamy,Vijay Sethupathi,Adult comedy,U,1.8
2022,Maayon,Kishore N.,Sibi Sathyaraj,Biographical,U/A,7.7
2022,Pattampoochi,Badri,Sundar C.,Political satire,S,8.2
2022,Polama Oorkolam,Nagaraj Bai Durailingam,Praboojit,Gangster-thriller,U,5.4
2022,Vezham,Sandeep Shyam,Ashok Selvan,Adult thriller,U/A,7.7
2022,D Block,Vijay Kumar Rajendran,Arulnithi,Superhero,S,1.8
2022,Rocketry: The Nambi Effect [b],R. Madhavan,R. Madhavan,Spoof,U,7.7
2022,Yaanai,Hari,Arun Vijay,Adult romance,U/A,8.2
2022,1945 [c],Sathyasiva,Rana Daggubati,Horror,S,5.4
2022,Bestie,Ranga,Ashok Kumar,Crime,U,7.7
2022,Foreign Sarakku,Vigneshwaran,Gopinath,Spy thriller,U/A,8.6
2022,Jananayagam Virpanaikku Alla,A. Jeeva Rathinam,Vels,Drama-thriller,S,7.7
2022,Kichi Kichi,Pa. Anantharajan,Azhar,Comedy-thriller,U,8.2
2022,Naadhiru Dhinna,Swarna Babu,Sabyasachi Mishra,Action thriller,U/A,5.4
2022,Otru,Mathivanan Sakthivel,Mathivanan Sakthivel,Romance-thriller,S,7.7
2022,Padaippalan,Thian Prabhu,Ramesh,Action masala,U,1.8
2022,Panni Kutty,Anucharan Murugaiyan,Karunakaran,Black comedy,U/A,7.7
2022,Watch,Vijay Ashokan,Krrish Kumar,Horror / thriller,S,8.2
2022,The Warriorr [c],N. Lingusamy,Ram Pothineni,Action drama,U,5.4
2022,Gargi,Gautham Ramachandran,Sai Pallavi,Fantasy thriller,U/A,7.7
2022,Iravin Nizhal,R. Parthiban,R. Parthiban,War drama,S,1.8
2022,My Dear Bootham,N. Ragavan,Prabhu Deva,Fantasy comedy,U,7.7
2022,Bhoothamangalam Post,Rajan Malaisamy,Rajan Malaisamy,Comedy-drama,U/A,8.2
2022,Dejavu,Arvindh Srinivasan,Arulnithi,Fantasy-period,S,5.4
2022,Maha,U. R. Jameel,Hansika Motwani,Sports drama,U,7.7
2022,Nadhi,K. Thamaraiselvan,Sam Jones,Historical comedy/Satire,U/A,1.8
2022,Sivi 2,K. R. Senthil Nathan,Tej Charanraj,Horror comedy,S,7.7
2022,Ward 126,Selvakumar Chellapandiyan,Michael Thangadurai,Action comedy,U,8.2
2022,Jothi,A. V. Krishna Paramatma,Vetri,Animation/,U/A,5.4
2022,The Legend,J. D.–Jerry,Saravanan Arul,Adventure,S,7.7
2022,Battery,Mani Bharathi,Senguttuvan,Comedy thriller,U,1.8
2022,Gulu Gulu,Rathna Kumar,Santhanam,Adventure thriller,U/A,7.7
2022,Kolathuran,S. Kalaichandran,KPY Ramar,Biopic,S,8.2
2022,Vattam,Kamalakannan,Sibi Sathyaraj,Heist-comedy,U,5.4
2022,Yenni Thuniga,S. K. Vettri Selvan,Jai,Action-comedy,U/A,7.7
2022,Kaatteri,Deekay,Vaibhav,Mob,S,1.8
2022,Kuruthi Aattam,Sri Ganesh,Atharvaa,Family drama,U,7.7
2022,Last 6 Hours [d],Sunish Kumar,Bharath,Road film,U/A,8.2
2022,My Dear Lisa,Ranjan Krishnadevan,Vijay Vasanth,Sci-fi romantic thriller,S,5.4
2022,Poikkal Kudhirai,Santhosh P. Jayakumar,Prabhu Deva,Historical fiction,U,7.7
2022,Vattakara,K. Bharathi Kannan,Mahesh,Science-fiction thriller,U/A,1.8
2022,Cadaver,Anoop S. Panicker,Amala Paul,Romantic,S,7.7
2022,Kadamaiyai Sei,Venkat Raghavan,S. J. Suryah,Social thriller,U,8.2
2022,Viruman,M. Muthaiah,Karthi,Comedy masala,U/A,5.4
2022,Yuddha Kaandam,P. Anandharajan,Sriram Karthik,Anthology,S,7.7
2022,Thiruchitrambalam,Mithran Jawahar,Dhanush,Heist,U,1.8
2022,Jiivi 2,V. J. Gopinath,Vetri,Musical,U/A,7.7
2022,Mayathirai,T. Sampath Kumar,Ashok Kumar,Satire,S,8.2
2022,Methagu 2,R. K. Yogendran,Gowrishankar,Political thriller,U,5.4
2022,Company,S. Thangarajan,Pandi,Supernatural thriller,U/A,7.7
2022,Diary,Innasi Pandiyan,Arulnithi,Comic thriller,S,1.8
2022,Eppo Kalyanam,Ceciliaraj,Vishwa,Spy comedy,U,7.7
2022,John Ahiya Naan,Appu K. Sami,Appu K. Sami,Science-fiction comedy,U/A,8.2
2022,Kanmani Pappa,Manimaran,Manasvi Kottachi,Epic / history,S,5.4
2022,Cobra,R. Ajay Gnanamuthu,Vikram,Biography,U,7.7
2022,Natchathiram Nagargiradhu,Pa. Ranjith,Kalaiyarasan,Science fiction comedy,U/A,1.8
2022,Captain,Shakti Soundar Rajan,Arya,Fantasy horror,U,7.7
2022,Idhuthaan Kaadhala,Rajasimma,Saran,Road thriller,U/A,8.2
2022,Kanam,Shree Karthick,Sharwanand,Horror drama,S,5.4
2022,Lilly Rani,Vishnu Ramakrishnan,Chaya Singh,Thriller drama,U,7.7
2022,Not Reachable,Chandru Muruganantham,Vishwa,Mystery,U/A,1.8
2022,Riya - The Haunted House,Karthik Sivan,Pandiarajan,Suspense Drama,S,7.7
2022,Vendhu Thanindhathu Kaadu,Gautham Vasudev Menon,Silambarasan,Neo Noir Thriller,U,8.2
2022,Doodi,Karthik Madhusudhan,Karthick Madhusudhan,Drama thriller,U/A,5.4
2022,Sinam,G. N. R. Kumaravelan,Arun Vijay,Social satire,S,7.7
2022,Aadhaar,Ramnath Palanikumar,Karunas,Romanctic drama,U,1.8
2022,Buffoon,Ashok Veerappan,Vaibhav,Historical drama,U/A,7.7
2022,Drama,Aju Kizhumala,Kishore,Thiller,S,8.2
2022,Kuzhali,Chera Kalaiyarasan,Vicky,Supernatural comedy,U,5.4
2022,Rendagam [d],Fellini T. P.,Arvind Swamy,Supernatural,U/A,7.7
2022,Trigger,Sam Anton,Atharvaa,Historical,S,1.8
2022,Naane Varuvean,Selvaraghavan,Dhanush,Horror masala,U,7.7
2022,Ponniyin Selvan: I,Mani Ratnam,Vikram,Heist thriller,U/A,8.2
2022,Pistha,M. Ramesh Bhaarath,Shirish Saravanan,Fantasy adventure comedy,S,5.4
2022,Ree,Sundharavadivel,Prasanth Srinivasan,Action adventure,U,7.7
2022,Aattral,K. L. Kannan,Vidharth,Crime drama,U/A,1.8
2022,Kadhalicha Thappa,Surya Kumaran,Surya Kumaran,Musical drama,S,7.7
2022,Mugamariyaan,Saimora,Kiran Kumar,Horror thriller,U,8.2
2022,Repeat Shoe,Kalyaan,Priya Kalyaan,Period,U/A,5.4
2022,Sanjeevan,Mani Shekar,Vinod Logydass,Social drama,S,7.7
2022,Super Senior Heroes,Karthik Kumar,K. Bhagyaraj,Drama,U,1.8
2022,Prince,Anudeep K. V.,Sivakarthikeyan,"Action, masala",U/A,7.7
2022,Sardar,P. S. Mithran,Karthi,Romantic comedy,S,8.2
2022,Kaalangalil Aval Vasantham,Raghav Mirdath,Kaushik Ram,Romance,U,5.4
2022,4554,Karnan Mariyappan,Ashok Kumar,Romantic drama,U/A,7.7
2022,Coffee with Kadhal,Sundar C.,Jiiva,Crime thriller,S,1.8
2022,Kanden Unnai Thanthen Ennai,Thangavelu Kannan,Arvind Varshan,"Thriller, drama",U,7.7
2022,Love Today,Pradeep Ranganathan,Pradeep Ranganathan,Action,U/A,8.2
2022,Nitham Oru Vaanam,Ra. Karthik,Ashok Selvan,Psychological thriller,S,5.4
2022,One Way,M. S. Sakthivel,Kovai Sarala,Adult,U,7.7
